recipe_id,title,ingredients,category,ratings,reviews,calories,total_mins,image_url,instructions
138,Delicious Recipe 138,"[""Broccoli"", ""Broccoli"", ""Turkey"", ""Oregano"", ""Lemon"", ""Parmesan""]","[""Vegetarian""]",4.3,28,343,64,https://via.placeholder.com/150?text=Recipe+138,"Wash and chop all vegetables. Heat oil in a pan over medium heat. Add the vegetables and sauté until tender. Season with salt, pepper, and any spices. Serve hot with your choice of side."
139,Delicious Recipe 139,"[""Chocolate chips"", ""Broccoli"", ""Mushrooms"", ""Bell Pepper"", ""Sugar""]","[""Gluten-Free"", ""Low-Carb""]",4.7,622,873,55,https://via.placeholder.com/150?text=Recipe+139,"Boil water in a pot and prepare any gluten-free grains or pasta. In a separate pan, cook vegetables and/or meat. Mix everything together in a large bowl. Add sauces or seasoning as desired. Serve immediately."
140,Delicious Recipe 140,"[""Lime"", ""Parmesan"", ""Sugar"", ""Cumin"", ""Cherry tomatoes"", ""Zucchini"", ""Pasta"", ""Flour"", ""Flour"", ""Garlic""]","[""Keto""]",3.9,234,892,66,https://via.placeholder.com/150?text=Recipe+140,Preheat oven to 375°F (190°C). Prepare ingredients by chopping and measuring them. Combine all ingredients in a mixing bowl. Transfer mixture to a baking dish or pan. Bake for 20-30 minutes until golden and cooked through.
141,Delicious Recipe 141,"[""Chicken"", ""Cheese"", ""Vanilla extract"", ""Chicken breast"", ""Cucumber""]","[""Vegan"", ""Vegetarian""]",4.6,358,296,78,https://via.placeholder.com/150?text=Recipe+141,"Wash and chop all vegetables. Heat oil in a pan over medium heat. Add the vegetables and sauté until tender. Season with salt, pepper, and any spices. Serve hot with your choice of side."
142,Delicious Recipe 142,"[""Fish"", ""Beef"", ""Zucchini"", ""Cheese"", ""Butter"", ""Broccoli"", ""Cream"", ""Asparagus"", ""White fish""]","[""Low-Carb""]",4.4,192,624,16,https://via.placeholder.com/150?text=Recipe+142,Prepare all ingredients by washing and chopping. Cook meat or vegetables in a pan over medium heat. Add spices and seasonings to taste. Simmer until everything is cooked through. Plate and serve warm.
143,Delicious Recipe 143,"[""White fish"", ""Soy sauce"", ""Rice"", ""Cream"", ""Sugar"", ""Lamb"", ""Zucchini"", ""Chocolate chips""]","[""Vegan"", ""Gluten-Free""]",3.5,690,219,62,https://via.placeholder.com/150?text=Recipe+143,"Wash and chop all vegetables. Heat oil in a pan over medium heat. Add the vegetables and sauté until tender. Season with salt, pepper, and any spices. Serve hot with your choice of side."
144,Delicious Recipe 144,"[""Beef"", ""Garlic"", ""Lemon"", ""Bell peppers"", ""Bread"", ""Sugar"", ""Tortillas""]","[""Low-Carb""]",3.4,466,345,35,https://via.placeholder.com/150?text=Recipe+144,Prepare all ingredients by washing and chopping. Cook meat or vegetables in a pan over medium heat. Add spices and seasonings to taste. Simmer until everything is cooked through. Plate and serve warm.
145,Delicious Recipe 145,"[""Cream"", ""Cumin"", ""Ginger"", ""Flour"", ""Garlic"", ""Soy sauce"", ""Vanilla extract"", ""Potato"", ""Cheese""]","[""Gluten-Free""]",3.0,997,370,19,https://via.placeholder.com/150?text=Recipe+145,"Boil water in a pot and prepare any gluten-free grains or pasta. In a separate pan, cook vegetables and/or meat. Mix everything together in a large bowl. Add sauces or seasoning as desired. Serve immediately."
146,Delicious Recipe 146,"[""Chocolate chips"", ""Lamb"", ""Olive oil"", ""Lettuce"", ""Cucumber"", ""Zucchini"", ""Soy sauce"", ""Rice"", ""Mushrooms""]","[""Vegetarian"", ""Keto""]",3.6,646,356,40,https://via.placeholder.com/150?text=Recipe+146,"Wash and chop all vegetables. Heat oil in a pan over medium heat. Add the vegetables and sauté until tender. Season with salt, pepper, and any spices. Serve hot with your choice of side."
147,Delicious Recipe 147,"[""Turkey"", ""Flour"", ""Broccoli"", ""Zucchini"", ""Carrot"", ""Ginger"", ""Spinach"", ""Ginger""]","[""Low-Carb""]",4.3,442,758,87,https://via.placeholder.com/150?text=Recipe+147,Prepare all ingredients by washing and chopping. Cook meat or vegetables in a pan over medium heat. Add spices and seasonings to taste. Simmer until everything is cooked through. Plate and serve warm.
148,Delicious Recipe 148,"[""Asparagus"", ""Chicken"", ""White fish"", ""Cherry tomatoes"", ""Parmesan"", ""Tortillas"", ""Pepper""]","[""Low-Carb"", ""Vegan""]",4.5,193,727,68,https://via.placeholder.com/150?text=Recipe+148,"Wash and chop all vegetables. Heat oil in a pan over medium heat. Add the vegetables and sauté until tender. Season with salt, pepper, and any spices. Serve hot with your choice of side."
149,Delicious Recipe 149,"[""Cabbage slaw"", ""Zucchini"", ""Bell Pepper"", ""Olive oil"", ""Pepper"", ""Vanilla extract""]","[""Gluten-Free"", ""Low-Carb""]",3.6,174,585,68,https://via.placeholder.com/150?text=Recipe+149,"Boil water in a pot and prepare any gluten-free grains or pasta. In a separate pan, cook vegetables and/or meat. Mix everything together in a large bowl. Add sauces or seasoning as desired. Serve immediately."
150,Delicious Recipe 150,"[""Flour"", ""Pepper"", ""Carrots"", ""Spinach"", ""Parmesan"", ""Asparagus"", ""Tortillas"", ""Salmon fillet"", ""Lamb""]","[""Vegan""]",4.2,968,408,42,https://via.placeholder.com/150?text=Recipe+150,"Wash and chop all vegetables. Heat oil in a pan over medium heat. Add the vegetables and sauté until tender. Season with salt, pepper, and any spices. Serve hot with your choice of side."
151,Delicious Recipe 151,"[""Tomatoes"", ""Salt"", ""Tortillas"", ""Spinach"", ""Carrot"", ""Lemon"", ""Asparagus""]","[""Low-Carb""]",3.6,475,548,58,https://via.placeholder.com/150?text=Recipe+151,Prepare all ingredients by washing and chopping. Cook meat or vegetables in a pan over medium heat. Add spices and seasonings to taste. Simmer until everything is cooked through. Plate and serve warm.
152,Delicious Recipe 152,"[""Lettuce"", ""Oregano"", ""Sugar"", ""Herbs"", ""Asparagus"", ""Yogurt""]","[""Vegan""]",4.2,334,698,23,https://via.placeholder.com/150?text=Recipe+152,"Wash and chop all vegetables. Heat oil in a pan over medium heat. Add the vegetables and sauté until tender. Season with salt, pepper, and any spices. Serve hot with your choice of side."
153,Delicious Recipe 153,"[""Lamb"", ""Onion"", ""Asparagus"", ""Paprika"", ""Broccoli"", ""Pasta"", ""Cherry Tomatoes"", ""Zucchini"", ""Ginger""]","[""Vegan"", ""Gluten-Free""]",3.5,98,641,16,https://via.placeholder.com/150?text=Recipe+153,"Wash and chop all vegetables. Heat oil in a pan over medium heat. Add the vegetables and sauté until tender. Season with salt, pepper, and any spices. Serve hot with your choice of side."
154,Delicious Recipe 154,"[""Garlic"", ""Zucchini"", ""Fish"", ""Asparagus"", ""Chicken breast"", ""Yogurt""]","[""Keto"", ""Vegan""]",3.6,96,419,23,https://via.placeholder.com/150?text=Recipe+154,"Wash and chop all vegetables. Heat oil in a pan over medium heat. Add the vegetables and sauté until tender. Season with salt, pepper, and any spices. Serve hot with your choice of side."
155,Delicious Recipe 155,"[""Bell Pepper"", ""Mushroom"", ""Fish"", ""Zucchini"", ""Lemon"", ""Beef"", ""Basil"", ""Herbs""]","[""Low-Carb""]",4.9,249,590,48,https://via.placeholder.com/150?text=Recipe+155,Prepare all ingredients by washing and chopping. Cook meat or vegetables in a pan over medium heat. Add spices and seasonings to taste. Simmer until everything is cooked through. Plate and serve warm.
156,Delicious Recipe 156,"[""Lettuce"", ""Tomatoes"", ""Vanilla extract"", ""Carrot"", ""Butter"", ""Parmesan"", ""Yogurt"", ""Turkey""]","[""Low-Carb""]",3.9,401,374,81,https://via.placeholder.com/150?text=Recipe+156,Prepare all ingredients by washing and chopping. Cook meat or vegetables in a pan over medium heat. Add spices and seasonings to taste. Simmer until everything is cooked through. Plate and serve warm.
157,Delicious Recipe 157,"[""Cheese"", ""Tomato"", ""Lemon"", ""White fish"", ""Cumin"", ""Egg""]","[""Non-Vegetarian"", ""Vegetarian""]",3.3,404,302,15,https://via.placeholder.com/150?text=Recipe+157,"Wash and chop all vegetables. Heat oil in a pan over medium heat. Add the vegetables and sauté until tender. Season with salt, pepper, and any spices. Serve hot with your choice of side."
158,Delicious Recipe 158,"[""Milk"", ""Broccoli"", ""Avocado"", ""Flour"", ""Beef"", ""Cabbage""]","[""Keto""]",5.0,510,608,58,https://via.placeholder.com/150?text=Recipe+158,Preheat oven to 375°F (190°C). Prepare ingredients by chopping and measuring them. Combine all ingredients in a mixing bowl. Transfer mixture to a baking dish or pan. Bake for 20-30 minutes until golden and cooked through.
159,Delicious Recipe 159,"[""Chocolate chips"", ""Sugar"", ""Cabbage"", ""Turkey"", ""Vanilla extract"", ""Salmon fillet""]","[""Vegan"", ""Low-Carb""]",4.9,882,304,24,https://via.placeholder.com/150?text=Recipe+159,"Wash and chop all vegetables. Heat oil in a pan over medium heat. Add the vegetables and sauté until tender. Season with salt, pepper, and any spices. Serve hot with your choice of side."
160,Delicious Recipe 160,"[""Cucumber"", ""Soy sauce"", ""Cherry Tomatoes"", ""Sugar"", ""Butter""]","[""Gluten-Free"", ""Vegan""]",3.1,163,874,62,https://via.placeholder.com/150?text=Recipe+160,"Wash and chop all vegetables. Heat oil in a pan over medium heat. Add the vegetables and sauté until tender. Season with salt, pepper, and any spices. Serve hot with your choice of side."
161,Delicious Recipe 161,"[""Dill"", ""Dill"", ""Basil"", ""Garlic"", ""Mushroom"", ""Paprika""]","[""Low-Carb""]",4.2,860,899,63,https://via.placeholder.com/150?text=Recipe+161,Prepare all ingredients by washing and chopping. Cook meat or vegetables in a pan over medium heat. Add spices and seasonings to taste. Simmer until everything is cooked through. Plate and serve warm.
162,Delicious Recipe 162,"[""Zucchini"", ""Chocolate chips"", ""Lettuce"", ""Sugar"", ""Tortillas"", ""Pepper"", ""Pasta"", ""Flour"", ""Cheese"", ""Lime""]","[""Vegan"", ""Non-Vegetarian""]",4.9,438,292,55,https://via.placeholder.com/150?text=Recipe+162,"Wash and chop all vegetables. Heat oil in a pan over medium heat. Add the vegetables and sauté until tender. Season with salt, pepper, and any spices. Serve hot with your choice of side."
163,Delicious Recipe 163,"[""Soy sauce"", ""Cherry tomatoes"", ""Tomatoes"", ""Bread"", ""Avocado"", ""Cream"", ""Ginger"", ""Beef"", ""Soy sauce"", ""Potato""]","[""Low-Carb""]",4.2,35,788,78,https://via.placeholder.com/150?text=Recipe+163,Prepare all ingredients by washing and chopping. Cook meat or vegetables in a pan over medium heat. Add spices and seasonings to taste. Simmer until everything is cooked through. Plate and serve warm.
164,Delicious Recipe 164,"[""Beef"", ""Pork"", ""Lime"", ""Dill"", ""Cream"", ""Herbs"", ""Yogurt"", ""Milk""]","[""Low-Carb""]",4.6,666,830,43,https://via.placeholder.com/150?text=Recipe+164,Prepare all ingredients by washing and chopping. Cook meat or vegetables in a pan over medium heat. Add spices and seasonings to taste. Simmer until everything is cooked through. Plate and serve warm.
165,Delicious Recipe 165,"[""Cheese"", ""Bell Pepper"", ""Carrot"", ""Ginger"", ""Lettuce"", ""Cumin""]","[""Low-Carb""]",4.2,332,577,82,https://via.placeholder.com/150?text=Recipe+165,Prepare all ingredients by washing and chopping. Cook meat or vegetables in a pan over medium heat. Add spices and seasonings to taste. Simmer until everything is cooked through. Plate and serve warm.
166,Delicious Recipe 166,"[""Cherry tomatoes"", ""Milk"", ""Chicken breast"", ""Bread"", ""Paprika"", ""Tomatoes"", ""Tortillas"", ""Cucumber"", ""Lemon""]","[""Keto""]",3.9,911,418,77,https://via.placeholder.com/150?text=Recipe+166,Preheat oven to 375°F (190°C). Prepare ingredients by chopping and measuring them. Combine all ingredients in a mixing bowl. Transfer mixture to a baking dish or pan. Bake for 20-30 minutes until golden and cooked through.
167,Delicious Recipe 167,"[""Pork"", ""Cream"", ""Broccoli"", ""Sugar"", ""Lettuce"", ""Carrots""]","[""Keto"", ""Vegetarian""]",4.6,246,784,65,https://via.placeholder.com/150?text=Recipe+167,"Wash and chop all vegetables. Heat oil in a pan over medium heat. Add the vegetables and sauté until tender. Season with salt, pepper, and any spices. Serve hot with your choice of side."
168,Delicious Recipe 168,"[""Soy sauce"", ""Lettuce"", ""Parmesan"", ""Cherry tomatoes"", ""Tomato"", ""Herbs"", ""White fish""]","[""Non-Vegetarian"", ""Gluten-Free""]",3.7,131,209,73,https://via.placeholder.com/150?text=Recipe+168,"Boil water in a pot and prepare any gluten-free grains or pasta. In a separate pan, cook vegetables and/or meat. Mix everything together in a large bowl. Add sauces or seasoning as desired. Serve immediately."
169,Delicious Recipe 169,"[""Lemon"", ""Cheese"", ""Lettuce"", ""Bell peppers"", ""Dill""]","[""Non-Vegetarian"", ""Vegan""]",3.5,369,458,78,https://via.placeholder.com/150?text=Recipe+169,"Wash and chop all vegetables. Heat oil in a pan over medium heat. Add the vegetables and sauté until tender. Season with salt, pepper, and any spices. Serve hot with your choice of side."
170,Delicious Recipe 170,"[""Sugar"", ""Sugar"", ""Asparagus"", ""Dill"", ""Chicken"", ""Tomatoes"", ""Cream"", ""Mushroom"", ""Butter""]","[""Vegan"", ""Keto""]",4.7,682,346,63,https://via.placeholder.com/150?text=Recipe+170,"Wash and chop all vegetables. Heat oil in a pan over medium heat. Add the vegetables and sauté until tender. Season with salt, pepper, and any spices. Serve hot with your choice of side."
171,Delicious Recipe 171,"[""Soy sauce"", ""Butter"", ""Paprika"", ""Pepper"", ""Lettuce"", ""Asparagus"", ""Tomatoes"", ""Vanilla extract"", ""Onion""]","[""Non-Vegetarian""]",3.8,916,229,55,https://via.placeholder.com/150?text=Recipe+171,Prepare all ingredients by washing and chopping. Cook meat or vegetables in a pan over medium heat. Add spices and seasonings to taste. Simmer until everything is cooked through. Plate and serve warm.
172,Delicious Recipe 172,"[""Mushroom"", ""Vanilla extract"", ""Spinach"", ""Zucchini"", ""Lime""]","[""Vegetarian"", ""Non-Vegetarian""]",3.8,232,499,88,https://via.placeholder.com/150?text=Recipe+172,"Wash and chop all vegetables. Heat oil in a pan over medium heat. Add the vegetables and sauté until tender. Season with salt, pepper, and any spices. Serve hot with your choice of side."
173,Delicious Recipe 173,"[""Parmesan"", ""Cherry Tomatoes"", ""Vanilla extract"", ""Cucumber"", ""Pasta"", ""Lemon"", ""Chocolate chips"", ""Mushroom"", ""Cheese"", ""Asparagus""]","[""Keto"", ""Vegetarian""]",4.2,724,750,47,https://via.placeholder.com/150?text=Recipe+173,"Wash and chop all vegetables. Heat oil in a pan over medium heat. Add the vegetables and sauté until tender. Season with salt, pepper, and any spices. Serve hot with your choice of side."
174,Delicious Recipe 174,"[""Cream"", ""Mushroom"", ""Cumin"", ""Fish"", ""Ginger"", ""Zucchini"", ""Garlic"", ""Asparagus"", ""Sugar""]","[""Low-Carb"", ""Keto""]",4.9,741,640,67,https://via.placeholder.com/150?text=Recipe+174,Preheat oven to 375°F (190°C). Prepare ingredients by chopping and measuring them. Combine all ingredients in a mixing bowl. Transfer mixture to a baking dish or pan. Bake for 20-30 minutes until golden and cooked through.
175,Delicious Recipe 175,"[""Mushrooms"", ""Salt"", ""Lime"", ""Butter"", ""Basil"", ""Cherry tomatoes"", ""Asparagus"", ""Butter""]","[""Vegan"", ""Vegetarian""]",3.5,382,353,34,https://via.placeholder.com/150?text=Recipe+175,"Wash and chop all vegetables. Heat oil in a pan over medium heat. Add the vegetables and sauté until tender. Season with salt, pepper, and any spices. Serve hot with your choice of side."
176,Delicious Recipe 176,"[""Cucumber"", ""Onion"", ""Zucchini"", ""Fish"", ""Cream"", ""Tortillas""]","[""Vegan""]",3.6,468,694,80,https://via.placeholder.com/150?text=Recipe+176,"Wash and chop all vegetables. Heat oil in a pan over medium heat. Add the vegetables and sauté until tender. Season with salt, pepper, and any spices. Serve hot with your choice of side."
177,Delicious Recipe 177,"[""Spinach"", ""Cucumber"", ""Garlic"", ""Lettuce"", ""Butter"", ""Lettuce"", ""Chicken"", ""Oregano"", ""Milk"", ""Cabbage""]","[""Gluten-Free""]",3.1,796,669,82,https://via.placeholder.com/150?text=Recipe+177,"Boil water in a pot and prepare any gluten-free grains or pasta. In a separate pan, cook vegetables and/or meat. Mix everything together in a large bowl. Add sauces or seasoning as desired. Serve immediately."
178,Delicious Recipe 178,"[""Sugar"", ""Bell Pepper"", ""Lime"", ""Tomato"", ""Asparagus""]","[""Low-Carb"", ""Non-Vegetarian""]",3.4,264,664,77,https://via.placeholder.com/150?text=Recipe+178,Prepare all ingredients by washing and chopping. Cook meat or vegetables in a pan over medium heat. Add spices and seasonings to taste. Simmer until everything is cooked through. Plate and serve warm.
179,Delicious Recipe 179,"[""Dill"", ""Bell peppers"", ""Sugar"", ""Olive oil"", ""Cucumber"", ""Milk"", ""Lemon"", ""Tomatoes""]","[""Low-Carb""]",4.3,459,217,39,https://via.placeholder.com/150?text=Recipe+179,Prepare all ingredients by washing and chopping. Cook meat or vegetables in a pan over medium heat. Add spices and seasonings to taste. Simmer until everything is cooked through. Plate and serve warm.
180,Delicious Recipe 180,"[""Milk"", ""Chicken"", ""Mushrooms"", ""Cabbage slaw"", ""Egg""]","[""Vegetarian""]",4.7,570,778,37,https://via.placeholder.com/150?text=Recipe+180,"Wash and chop all vegetables. Heat oil in a pan over medium heat. Add the vegetables and sauté until tender. Season with salt, pepper, and any spices. Serve hot with your choice of side."
181,Delicious Recipe 181,"[""Carrot"", ""Lamb"", ""Turkey"", ""Sugar"", ""Cream""]","[""Keto"", ""Gluten-Free""]",3.9,777,838,74,https://via.placeholder.com/150?text=Recipe+181,Preheat oven to 375°F (190°C). Prepare ingredients by chopping and measuring them. Combine all ingredients in a mixing bowl. Transfer mixture to a baking dish or pan. Bake for 20-30 minutes until golden and cooked through.
182,Delicious Recipe 182,"[""Carrots"", ""Avocado"", ""Milk"", ""White fish"", ""Broccoli""]","[""Gluten-Free""]",4.5,598,296,84,https://via.placeholder.com/150?text=Recipe+182,"Boil water in a pot and prepare any gluten-free grains or pasta. In a separate pan, cook vegetables and/or meat. Mix everything together in a large bowl. Add sauces or seasoning as desired. Serve immediately."
183,Delicious Recipe 183,"[""Tortillas"", ""Bell Pepper"", ""Soy sauce"", ""Olive oil"", ""Basil"", ""Beef strips"", ""Chocolate chips""]","[""Low-Carb"", ""Keto""]",3.7,609,454,56,https://via.placeholder.com/150?text=Recipe+183,Preheat oven to 375°F (190°C). Prepare ingredients by chopping and measuring them. Combine all ingredients in a mixing bowl. Transfer mixture to a baking dish or pan. Bake for 20-30 minutes until golden and cooked through.
184,Delicious Recipe 184,"[""Chicken breast"", ""Beef"", ""Broccoli"", ""Sugar"", ""Herbs"", ""Carrots"", ""Rice""]","[""Low-Carb""]",4.7,591,427,16,https://via.placeholder.com/150?text=Recipe+184,Prepare all ingredients by washing and chopping. Cook meat or vegetables in a pan over medium heat. Add spices and seasonings to taste. Simmer until everything is cooked through. Plate and serve warm.
185,Delicious Recipe 185,"[""Avocado"", ""Tortillas"", ""Pepper"", ""Chocolate chips"", ""Fish""]","[""Gluten-Free""]",3.0,697,773,66,https://via.placeholder.com/150?text=Recipe+185,"Boil water in a pot and prepare any gluten-free grains or pasta. In a separate pan, cook vegetables and/or meat. Mix everything together in a large bowl. Add sauces or seasoning as desired. Serve immediately."
186,Delicious Recipe 186,"[""Pork"", ""Asparagus"", ""White fish"", ""Turkey"", ""Dill"", ""Garlic""]","[""Low-Carb"", ""Vegan""]",4.0,795,257,34,https://via.placeholder.com/150?text=Recipe+186,"Wash and chop all vegetables. Heat oil in a pan over medium heat. Add the vegetables and sauté until tender. Season with salt, pepper, and any spices. Serve hot with your choice of side."
187,Delicious Recipe 187,"[""Cabbage slaw"", ""Flour"", ""Cumin"", ""Tomatoes"", ""Sugar"", ""Tortillas""]","[""Vegan""]",4.4,500,771,70,https://via.placeholder.com/150?text=Recipe+187,"Wash and chop all vegetables. Heat oil in a pan over medium heat. Add the vegetables and sauté until tender. Season with salt, pepper, and any spices. Serve hot with your choice of side."
188,Delicious Recipe 188,"[""Cabbage slaw"", ""Yogurt"", ""Avocado"", ""Chocolate chips"", ""Cream"", ""Turkey"", ""Salmon fillet""]","[""Gluten-Free"", ""Low-Carb""]",4.8,574,897,16,https://via.placeholder.com/150?text=Recipe+188,"Boil water in a pot and prepare any gluten-free grains or pasta. In a separate pan, cook vegetables and/or meat. Mix everything together in a large bowl. Add sauces or seasoning as desired. Serve immediately."
189,Delicious Recipe 189,"[""Mushrooms"", ""Turkey"", ""Beef"", ""Flour"", ""Salt""]","[""Vegan""]",4.3,534,626,86,https://via.placeholder.com/150?text=Recipe+189,"Wash and chop all vegetables. Heat oil in a pan over medium heat. Add the vegetables and sauté until tender. Season with salt, pepper, and any spices. Serve hot with your choice of side."
190,Delicious Recipe 190,"[""Lettuce"", ""Mushroom"", ""Fish"", ""Basil"", ""Milk"", ""Pasta"", ""Tomatoes"", ""Cherry tomatoes""]","[""Non-Vegetarian"", ""Low-Carb""]",5.0,688,853,61,https://via.placeholder.com/150?text=Recipe+190,Prepare all ingredients by washing and chopping. Cook meat or vegetables in a pan over medium heat. Add spices and seasonings to taste. Simmer until everything is cooked through. Plate and serve warm.
191,Delicious Recipe 191,"[""Cheese"", ""Dill"", ""Fish"", ""Chocolate chips"", ""Broccoli"", ""Cream""]","[""Vegan""]",3.7,711,504,80,https://via.placeholder.com/150?text=Recipe+191,"Wash and chop all vegetables. Heat oil in a pan over medium heat. Add the vegetables and sauté until tender. Season with salt, pepper, and any spices. Serve hot with your choice of side."
192,Delicious Recipe 192,"[""Garlic"", ""Bell peppers"", ""Onion"", ""Lamb"", ""Flour"", ""Asparagus"", ""Salmon fillet"", ""Ginger"", ""Turkey"", ""Cumin""]","[""Non-Vegetarian""]",4.2,673,468,88,https://via.placeholder.com/150?text=Recipe+192,Prepare all ingredients by washing and chopping. Cook meat or vegetables in a pan over medium heat. Add spices and seasonings to taste. Simmer until everything is cooked through. Plate and serve warm.
193,Delicious Recipe 193,"[""Soy sauce"", ""Lettuce"", ""Olive oil"", ""Zucchini"", ""Turkey""]","[""Non-Vegetarian"", ""Gluten-Free""]",4.1,103,366,78,https://via.placeholder.com/150?text=Recipe+193,"Boil water in a pot and prepare any gluten-free grains or pasta. In a separate pan, cook vegetables and/or meat. Mix everything together in a large bowl. Add sauces or seasoning as desired. Serve immediately."
194,Delicious Recipe 194,"[""Herbs"", ""Cheese"", ""Spinach"", ""White fish"", ""Salmon fillet"", ""Butter"", ""Chocolate chips"", ""Cherry Tomatoes"", ""Vanilla extract"", ""Soy sauce""]","[""Low-Carb""]",5.0,613,770,32,https://via.placeholder.com/150?text=Recipe+194,Prepare all ingredients by washing and chopping. Cook meat or vegetables in a pan over medium heat. Add spices and seasonings to taste. Simmer until everything is cooked through. Plate and serve warm.
195,Delicious Recipe 195,"[""Dill"", ""Soy sauce"", ""Mushroom"", ""Chicken"", ""Garlic""]","[""Low-Carb"", ""Vegan""]",3.3,864,438,26,https://via.placeholder.com/150?text=Recipe+195,"Wash and chop all vegetables. Heat oil in a pan over medium heat. Add the vegetables and sauté until tender. Season with salt, pepper, and any spices. Serve hot with your choice of side."
196,Delicious Recipe 196,"[""Chocolate chips"", ""Salt"", ""Ginger"", ""Lettuce"", ""Lime"", ""Fish""]","[""Low-Carb"", ""Keto""]",3.3,360,817,19,https://via.placeholder.com/150?text=Recipe+196,Preheat oven to 375°F (190°C). Prepare ingredients by chopping and measuring them. Combine all ingredients in a mixing bowl. Transfer mixture to a baking dish or pan. Bake for 20-30 minutes until golden and cooked through.
197,Delicious Recipe 197,"[""Sugar"", ""Rice"", ""Cabbage"", ""Avocado"", ""Onion"", ""Tortillas"", ""Pasta"", ""Basil""]","[""Low-Carb""]",3.9,457,292,24,https://via.placeholder.com/150?text=Recipe+197,Prepare all ingredients by washing and chopping. Cook meat or vegetables in a pan over medium heat. Add spices and seasonings to taste. Simmer until everything is cooked through. Plate and serve warm.
198,Delicious Recipe 198,"[""Flour"", ""Lemon"", ""Zucchini"", ""Cucumber"", ""White fish"", ""Sugar"", ""Soy sauce""]","[""Non-Vegetarian"", ""Gluten-Free""]",4.0,18,241,89,https://via.placeholder.com/150?text=Recipe+198,"Boil water in a pot and prepare any gluten-free grains or pasta. In a separate pan, cook vegetables and/or meat. Mix everything together in a large bowl. Add sauces or seasoning as desired. Serve immediately."
199,Delicious Recipe 199,"[""Zucchini"", ""Dill"", ""Basil"", ""Lettuce"", ""Cabbage""]","[""Gluten-Free"", ""Keto""]",3.1,802,743,16,https://via.placeholder.com/150?text=Recipe+199,Preheat oven to 375°F (190°C). Prepare ingredients by chopping and measuring them. Combine all ingredients in a mixing bowl. Transfer mixture to a baking dish or pan. Bake for 20-30 minutes until golden and cooked through.
200,Delicious Recipe 200,"[""Sugar"", ""Turkey"", ""Flour"", ""Spinach"", ""Zucchini"", ""Mushrooms"", ""Tomatoes"", ""Paprika""]","[""Gluten-Free"", ""Vegetarian""]",4.1,751,451,42,https://via.placeholder.com/150?text=Recipe+200,"Wash and chop all vegetables. Heat oil in a pan over medium heat. Add the vegetables and sauté until tender. Season with salt, pepper, and any spices. Serve hot with your choice of side."
